,EudraCT Number:,Country,Member State,Start Date,End Date,Trial Status:,Therapeutic area,Main objective of the trial,Trial Scope,Trial Phase,Age Group,Gender
107994,2009-015165-31,United Kingdom,UK - MHRA,2010-06-18,2013-06-30,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The principal research question/objective is to determine whether Metyrapone 500 mg taken orally twice a day, versus a dummy pill (which will look exactly the same as the real medication), added to a patient's current anti-depressant, is effective in treating depression in a UK primary care and outpatient setting.","Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
107999,2010-022686-10,Germany,Austria - BASG,2011-04-18,2015-01-31,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The objective of the trial is to describe the therapeutic effects, safety and tolerability of Rhodiola rosea extract WS® 1375 in subjects with Burnout symptoms","Therapy, Safety, Efficacy",Therapeutic use (Phase IV),Adults (18-64 years),"Female, Male"
108030,2011-003313-42,Spain,Spain - AEMPS,2011-11-30,,Ongoing,Psychiatry and Psychology [F] - Mental Disorders [F03],To study the efficacy of agomelatine in improving the quantity and quality of sleep in patients with ASD as recorded by an integrated variable TAP. Estudiar la eficacia de agomelatina en la mejora de la cantidad y calidad de sueño en pacientes con TEA según el registro de una variable integrada TAP.,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
108032,2011-004169-34,United Kingdom,UK - MHRA,2012-01-05,2014-07-01,Completed,Psychiatry and Psychology [F] - Behaviours [F01],"1) Does cognitive bias modification alter neural response to smoking-related cues? H1a: We hypothesise that experimental procedures designed to induce attentional bias towards smoking-relates cues will lead to an increase in neural response to smoking-related cues, in brain regions previously implicated in cue reactivity in cigarette smokers. H1b: We hypothesise that experimental procedures designed to induce attentional bias away from smoking-relates cues will lead to a decrease in neural response to smoking-related cues, in brain regions previously implicated in cue reactivity in cigarette smokers.",Efficacy,Therapeutic use (Phase IV),Adults (18-64 years),"Female, Male"
108068,2011-002292-41,United States,Greece - EOF,2011-09-30,2012-09-18,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The primary objective of this study is to assess whether LY2140023, when administered in an acute-treatment trial with flexible doses (40 or 80 mg) BID is associated with physical dependence, as measured by the occurrence of withdrawal symptoms during a randomized withdrawal phase in patients diagnosed with schizophrenia.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
108091,2012-004504-35,Italy,Italy - Italian Medicines Agency,2013-04-10,,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"To assess the efficacy of intranasal OXT in reducing negative symptoms in patients with SZ (as evaluated with PANSS), in association with standard SGA treatment; recruited patients will be aged 18-35 years and will have a disorder duration of no longer than 5 years.","Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
108167,2012-003310-14,United Kingdom,Spain - AEMPS,2013-01-22,,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],"To demonstrate the efficacy of SPD489 compared with placebo in adults (18-55 years of age inclusive) with moderate to severe BED at Visit 8 (Weeks 11 and 12) as measured by the number of binge days (defined as days during which at least 1 binge episode occurs) per week as assessed by clinical interview based on subject diary. Demostrar la eficacia de SPD489 en comparación con placebo en adultos (de 18 a 55 años ambos inclusive) con TPA moderado o grave en la visita 8 (semanas 11 y 12), determinada mediante el número de días de atracón (definido como los días durante los que se produce al menos 1 episodio de atracón) a la semana evaluados mediante entrevista clínica basada en el diario del paciente.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
108187,2012-003310-14,United Kingdom,Italy - Italian Medicines Agency,2013-02-04,,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],"To demonstrate the efficacy of SPD489 compared with placebo in adults (18-55 years of age inclusive) with moderate to severe BED at Visit 8 (Weeks 11 and 12) as measured by the number of binge days (defined as days during which at least 1 binge episode occurs) per week as assessed by clinical interview based on subject diary. Dimostrare l’efficacia di SPD489 rispetto al placebo in pazienti adulti (di età compresa tra i 18 e i 55 anni compiuti) affetti da disturbo da alimentazione incontrollata (BED, Binge Eating Disorder) da moderato a grave alla visita 8 (settimane 11 e 12), mediante il calcolo dei giorni di abbuffate compulsive per settimana (ovvero giorni in cui si verifica almeno un episodio di abbuffata compulsiva), sulla base di un’intervista clinica che prende spunto dai dati riportati nel diario del soggetto.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
108357,2010-021215-16,United Kingdom,Hungary - National Institute of Pharmacy,2011-01-31,2013-08-13,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The primary objective of this study is to assess whether LY2216684 (12-mg to 18-mg flexible dose once daily [QD]) is superior to placebo QD in the adjunctive treatment of patients with major depressive disorder (MDD), as defined by the Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition, Text Revision (DSM-IV-TR), who were identified as partial responders to an adequate course of treatment with a selective serotonin reuptake inhibitor (SSRI), during an 11-week, double-blind, acute adjunctive treatment period. Superiority is defined as a statistically greater reduction in depressive symptoms from baseline to the last visit in the adjunctive treatment phase, as measured by the Montgomery-Asberg Depression Rating Scale (MADRS) total score.","Diagnosis, Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
108366,2010-021215-16,United Kingdom,Finland - Fimea,2010-12-27,2013-08-13,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The primary objective of this study is to assess whether LY2216684 (12-mg to 18-mg flexible dose once daily [QD]) is superior to placebo QD in the adjunctive treatment of patients with major depressive disorder (MDD), as defined by the Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition, Text Revision (DSM-IV-TR), who were identified as partial responders to an adequate course of treatment with a selective serotonin reuptake inhibitor (SSRI), during an 11-week, double-blind, acute adjunctive treatment period. Superiority is defined as a statistically greater reduction in depressive symptoms from baseline to the last visit in the adjunctive treatment phase, as measured by the Montgomery-Asberg Depression Rating Scale (MADRS) total score.","Diagnosis, Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),,"Female, Male"
108370,2010-021215-16,United Kingdom,Czechia - SUKL,2010-12-15,2013-08-13,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The primary objective of this study is to assess whether LY2216684 (12-mg to 18-mg flexible dose once daily [QD]) is superior to placebo QD in the adjunctive treatment of patients with major depressive disorder (MDD), as defined by the Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition, Text Revision (DSM-IV-TR), who were identified as partial responders to an adequate course of treatment with a selective serotonin reuptake inhibitor (SSRI), during an 11-week, double-blind, acute adjunctive treatment period. Superiority is defined as a statistically greater reduction in depressive symptoms from baseline to the last visit in the adjunctive treatment phase, as measured by the Montgomery-Asberg Depression Rating Scale (MADRS) total score.","Diagnosis, Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),,"Female, Male"
108376,2010-021215-16,United Kingdom,Slovakia - SIDC (Slovak),2011-01-03,2013-08-13,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The primary objective of this study is to assess whether LY2216684 (12-mg to 18-mg flexible dose once daily [QD]) is superior to placebo QD in the adjunctive treatment of patients with major depressive disorder (MDD), as defined by the Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition, Text Revision (DSM-IV-TR), who were identified as partial responders to an adequate course of treatment with a selective serotonin reuptake inhibitor (SSRI), during an 11-week, double-blind, acute adjunctive treatment period. Superiority is defined as a statistically greater reduction in depressive symptoms from baseline to the last visit in the adjunctive treatment phase, as measured by the Montgomery-Asberg Depression Rating Scale (MADRS) total score.","Diagnosis, Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),,"Female, Male"
110638,2009-013789-17,France,Finland - Fimea,2010-01-04,,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],To confirm the superiority of agomelatine compared to placebo on anxiety in non-depressed out-patients suffering from GAD,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
110640,2009-013789-17,France,Czechia - SUKL,2010-01-20,2011-07-20,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],To confirm the superiority of agomelatine compared to placebo on anxiety in non-depressed out-patients suffering from GAD,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
111275,2009-013420-23,United States,UK - MHRA,2009-09-01,2013-03-05,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The primary objective of this study is to determine if duloxetine 60-120 mg given orally once daily (QD) for 12 weeks will result in changes in amygdalae activation (average of right and left amygdalae) in response to implicit sad facial affect processing in subjects with MDD from Week 0 (Visit 2) (baseline/medication-free) to Week 12 (endpoint) when compared with healthy control subjects, as assessed by the change in the fMRI mean blood-oxygenation-level-dependent (BOLD) response.","Therapy, Safety, Efficacy",Therapeutic use (Phase IV),Adults (18-64 years),"Female, Male"
111318,2010-023816-15,United States,Estonia - SAM,2011-02-18,2012-03-20,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],"To evaluate the efficacy of TC-5214 compared with placebo in patients with major depressive disorder (MDD) who exhibit an inadequate response to SSRI/SNRI therapy, as assessed by change in MADRS total score from Week 8 (baseline) to end of treatment (Week 16).","Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
111327,2009-017024-82,Spain,Spain - AEMPS,2009-11-17,,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],"To compare the efficacy of paliperidone, aripiprazole and haloperidol for episodes of Early Onset Schizophrenia Spectrum (EOSS) disorders, as reflected by treatment response at the end of the acute stage of the trial (first 8 weeks) and all cause treatment discontinuation during the 28 weeks of the study. Comparar la eficacia de paliperidona, aripiprazol y haloperidol para episodios de Espectro Esqizofrénico de Inicio Precoz (EEIP), en función de la respuesta al tratamiento al final de la primera fase del ensayo (primeras 8 semanas), así como la discontinuación por cualquier causa durante las 28 semanas del estudio.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Children (2-11years), Adolescents (12-17 years), Adults (18-64 years)","Female, Male"
