,EudraCT Number:,Country,Member State,Start Date,End Date,Trial Status:,Therapeutic area,Main objective of the trial,Trial Scope,Trial Phase,Age Group,Gender
84206,2012-000835-18,Switzerland,Sweden - MPA,2012-10-01,2015-06-22,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],"To assess the long-term safety, tolerability, and efficacy (as measured by clinical and MRI parameters of disease activity) of fingolimod 0.5 mg/day in PPMS patients.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
84223,2012-000835-18,Italy,Italy - Italian Medicines Agency,2012-12-19,2015-05-13,Completed,Diseases [C] - Nervous System Diseases [C10],"To assess the long-term safety, tolerability, and efficacy (as measured by clinical and MRI parameters of disease activity) of fingolimod 0.5 mg/day in PPMS patients. valutare la sicurezza, la tollerabilità e l'efficacia a lungo termine (come misurato dai parametri di RMI e clinici di attività di malattia) di fingolimod 0,5 mg/giorno nei pazienti con Sclerosi multipla primaria progressiva","Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
84228,2012-000835-18,France,France - ANSM,2013-06-19,,Completed,Diseases [C] - Nervous System Diseases [C10],"To assess the long-term safety, tolerability, and efficacy (as measured by clinical and MRI parameters of disease activity) of fingolimod 0.5 mg/day in PPMS patients.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
84231,2012-000835-18,Switzerland,Netherlands - Competent Authority,2013-01-03,,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],"To assess the long-term safety, tolerability, and efficacy (as measured by clinical and MRI parameters of disease activity) of fingolimod 0.5 mg/day in PPMS patients.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
84233,2012-000835-18,Switzerland,Poland - Office for Medicinal Products,2014-06-06,2015-06-22,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],"To assess the long-term safety, tolerability, and efficacy (as measured by clinical and MRI parameters of disease activity) of fingolimod 0.5 mg/day in PPMS patients.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
84238,2012-000835-18,Germany,Germany - BfArM,2012-11-06,2015-06-22,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],"To assess the long-term safety, tolerability, and efficacy (as measured by clinical and MRI parameters of disease activity) of fingolimod 0.5 mg/day in PPMS patients.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
84248,2012-000835-18,Switzerland,Finland - Fimea,2012-11-08,2014-12-15,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],"To assess the long-term safety, tolerability, and efficacy (as measured by clinical and MRI parameters of disease activity) of fingolimod 0.5 mg/day in PPMS patients.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
84249,2012-000835-18,United Kingdom,UK - MHRA,2012-11-09,2014-12-15,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],"To assess the long-term safety, tolerability, and efficacy (as measured by clinical and MRI parameters of disease activity) of fingolimod 0.5 mg/day in PPMS patients.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
84294,2012-001826-84,Hungary,Hungary - National Institute of Pharmacy,2012-08-10,,Ongoing,Diseases [C] - Nervous System Diseases [C10],To examine the effect of vitamin D3 in epilepsy patients A D3 vitamin hatása az epilepsziás rohamok gyakoriságára,"Therapy, Efficacy",Therapeutic use (Phase IV),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
84353,2012-005507-40,Italy,Italy - Italian Medicines Agency,2013-02-25,2014-02-13,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],- to provide access to fingolimod to patients who completed local or global fingolimod phase IIIb studies in MS who benefited from treatment with fingolimod or do not have suitable alternative treatment options but do not have access to the reimbursed drug.,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
84357,2011-000977-29,Australia,Czechia - SUKL,2011-04-27,2012-07-11,Completed,Diseases [C] - Nervous System Diseases [C10],"To determine the efficacy of EMA401 when administered orally, twice daily (100 mg b.i.d.), in patients with postherpetic neuralgia, as assessed by difference in mean pain intensity score compared to placebo.","Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
84399,2011-000977-29,Australia,Bulgarian Drug Agency,2011-08-16,2012-07-11,Completed,Diseases [C] - Nervous System Diseases [C10],"To determine the efficacy of EMA401 when administered orally, twice daily (100 mg b.i.d.), in patients with postherpetic neuralgia, as assessed by difference in mean pain intensity score compared to placebo.","Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
84418,2011-001131-23,Sweden,UK - MHRA,2011-07-18,2012-09-18,Completed,Diseases [C] - Nervous System Diseases [C10],Main objective of the trial is to assess the safety and tolerability of 12 weeks treatment of SEN0014196 at doses of 50 mg and 200 mg once (qd) daily in Huntington’s disease (HD) patients.,"Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
84428,2011-001131-23,Italy,Italy - Italian Medicines Agency,2011-11-22,2012-09-18,Completed,Diseases [C] - Nervous System Diseases [C10],Main objective of the trial is to assess the safety and tolerability of 12 weeks treatment of SEN0014196 at doses of 50 mg and 200 mg once (qd) daily in Huntington's disease (HD) patients. L'obiettivo principale dello studio è di valutare la sicurezza e la tollerabilità del trattamento di 12 settimane di SEN0014196 alla dose di 50 mg e 200 mg una volta al giorno in pazienti affetti dalla malattia di Huntington (MH).,"Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
84449,2011-001131-23,Sweden,Germany - BfArM,2011-06-27,2012-09-18,Completed,Diseases [C] - Nervous System Diseases [C10],Main objective of the trial is to assess the safety and tolerability of 12 weeks treatment of SEN0014196 at doses of 50 mg and 200 mg once (qd) daily in Huntington’s disease (HD) patients.,"Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
84507,2011-002379-40,Spain,Spain - AEMPS,2012-02-22,,Temporarily Halted,Diseases [C] - Nervous System Diseases [C10],"To evaluate the long-term safety and tolerability of AFQ056 in adolescent patients with FXS as assessed by: -Incidence and severity of adverse events and serious adverse events -Changes in vital signs, laboratory assessments, and ECGs -Monitoring the hypothalamic-pituitary-adrenal/thyroid axis function and childhood developmental milestones Evaluar la seguridad y tolerabilidad a largo plazo de AFQ056 en pacientes adolescentes con SXF según la evaluación de: -La incidencia y gravedad de los acontecimientos adversos y acontecimientos adversos graves. -Cambios en las constantes vitales, pruebas analíticas y ECG. -Controlar la función del eje hipotalámico-hipofisario-adrenal/tiroideo y las etapas de desarrollo en la niñez.","Safety, Efficacy",Therapeutic exploratory (Phase II),"Adolescents (12-17 years), Adults (18-64 years)","Female, Male"
84508,2011-002379-40,Switzerland,Belgium - FPS Health-DGM,2013-10-24,,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],"To evaluate the long-term safety and tolerability of AFQ056 in adolescent patients with FXS as assessed by: • Incidence and severity of adverse events and serious adverse events • Changes in vital signs, laboratory assessments, and ECGs • Monitoring the hypothalamic-pituitary-adrenal/thyroid axis function and childhood developmental milestones","Safety, Efficacy",Therapeutic exploratory (Phase II),"Adolescents (12-17 years), Adults (18-64 years)","Female, Male"
84509,2011-002379-40,Switzerland,,2011-12-15,,,Diseases [C] - Nervous System Diseases [C10],"To evaluate the long-term safety and tolerability of AFQ056 in adolescent patients with FXS as assessed by: • Incidence and severity of adverse events and serious adverse events • Changes in vital signs, laboratory assessments, and ECGs • Monitoring the hypothalamic-pituitary-adrenal/thyroid axis function and childhood developmental milestones","Safety, Efficacy",Therapeutic exploratory (Phase II),"Adolescents (12-17 years), Adults (18-64 years)","Female, Male"
84510,2011-002379-40,Sweden,Sweden - MPA,2011-11-14,,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],"To evaluate the long-term safety and tolerability of AFQ056 in adolescent patients with FXS as assessed by: • Incidence and severity of adverse events and serious adverse events • Changes in vital signs, laboratory assessments, and ECGs • Monitoring the hypothalamic-pituitary-adrenal/thyroid axis function and childhood developmental milestones","Safety, Efficacy",Therapeutic exploratory (Phase II),"Adolescents (12-17 years), Adults (18-64 years)","Female, Male"
84516,2011-002379-40,Germany,Germany - BfArM,2011-12-13,2014-09-17,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],"To evaluate the long-term safety and tolerability of AFQ056 in adolescent patients with FXS as assessed by: • Incidence and severity of adverse events and serious adverse events • Changes in vital signs, laboratory assessments, and ECGs • Monitoring the hypothalamic-pituitary-adrenal/thyroid axis function and childhood developmental milestones","Safety, Efficacy",Therapeutic exploratory (Phase II),"Adolescents (12-17 years), Adults (18-64 years)","Female, Male"
84520,2011-002379-40,Denmark,Denmark - DHMA,2012-02-28,2014-04-10,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],"To evaluate the long-term safety and tolerability of AFQ056 in adolescent patients with FXS as assessed by: • Incidence and severity of adverse events and serious adverse events • Changes in vital signs, laboratory assessments, and ECGs • Monitoring the hypothalamic-pituitary-adrenal/thyroid axis function and childhood developmental milestones","Safety, Efficacy",Therapeutic exploratory (Phase II),"Adolescents (12-17 years), Adults (18-64 years)","Female, Male"
84530,2011-002379-40,France,France - ANSM,2012-08-24,,Completed,Diseases [C] - Nervous System Diseases [C10],"To evaluate the long-term safety and tolerability of AFQ056 in adolescent patients with FXS as assessed by: • Incidence and severity of adverse events and serious adverse events • Changes in vital signs, laboratory assessments, and ECGs • Monitoring the hypothalamic-pituitary-adrenal/thyroid axis function and childhood developmental milestones","Safety, Efficacy",Therapeutic exploratory (Phase II),"Adolescents (12-17 years), Adults (18-64 years)","Female, Male"
84531,2011-002379-40,United Kingdom,UK - MHRA,2012-01-12,2014-04-10,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],"To evaluate the long-term safety and tolerability of AFQ056 in adolescent patients with FXS as assessed by: • Incidence and severity of adverse events and serious adverse events • Changes in vital signs, laboratory assessments, and ECGs • Monitoring the hypothalamic-pituitary-adrenal/thyroid axis function and childhood developmental milestones","Safety, Efficacy",Therapeutic exploratory (Phase II),"Adolescents (12-17 years), Adults (18-64 years)","Female, Male"
84533,2011-002379-40,Italy,Italy - Italian Medicines Agency,2012-03-02,2014-09-17,Completed,Diseases [C] - Nervous System Diseases [C10],"To evaluate the long-term safety and tolerability of AFQ056 in adolescent patients with FXS as assessed by: • Incidence and severity of adverse events and serious adverse events • Changes in vital signs, laboratory assessments, and ECGs • Monitoring the hypothalamic-pituitary-adrenal/thyroid axis function and childhood developmental milestones Valutare la sicurezza e la tollerabilità a lungo termine di AFQ056 in pazienti adolescenti affetti da Sindrome della X Fragile attraverso: • Incidenza e gravità di eventi avversi ed eventi avversi seri. • Modificazione dei segni vitali, dei parametri di laboratorio e dei tracciati ECG. • Monitoraggio della funzione dell’asse ipotalamo-ipofisario-surrenale/tiroideo e dello sviluppo infantile.","Safety, Efficacy",Therapeutic exploratory (Phase II),"Adolescents (12-17 years), Adults (18-64 years)","Female, Male"
84538,2011-002379-40,Netherlands,Netherlands - Competent Authority,2013-05-08,,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],"To evaluate the long-term safety and tolerability of AFQ056 in adolescent patients with FXS as assessed by: • Incidence and severity of adverse events and serious adverse events • Changes in vital signs, laboratory assessments, and ECGs • Monitoring the hypothalamic-pituitary-adrenal/thyroid axis function and childhood developmental milestones","Safety, Efficacy",Therapeutic exploratory (Phase II),"Adolescents (12-17 years), Adults (18-64 years)","Female, Male"
